기업명,신용평점,신용등급(종속변수),유동비율,당좌비율,부채비율,영업이익이자보상비율,차입금/자기자본,차입금/매출액,총자산증가율,매출액증가율,순이익증가율,재고자산회전율,매출채권회전율,총자본회전율,총자본순이익율,매출액순이익율,자기자본순이익율
삼성물산(주),6.0,1,95.1,88.5,96.4,.2,29.1,27.3,3.2,125.1,-82.7,29.7,4.1,.6,1.2,2.1,2.4
국일신동(주),4.0,0,773.8,561.1,17.5,7.7,3.9,10.6,-5.7,-7.9,-42.4,3.9,3.3,.6,.8,1.4,1.0
(주)세진티에스,4.0,0,1410.0,1375.5,4.3,15997.3,.0,.0,4.7,49.0,-13.5,43.0,10.8,.5,3.4,7.3,3.5
(주)켐온,3.0,0,639.5,639.2,16.7,9.6,34.5,4.2,110.3,255.4,5268.4,3193.9,7.0,.7,7.5,11.2,8.5
(주)바른손이앤에이,5.0,0,117.3,117.3,34.4,7.5,12.3,16.1,60.3,164.6,382.0,16.8,5.6,.7,40.6,60.4,58.0
JW중외제약(주),6.0,1,163.4,125.6,136.8,1.5,91.7,57.9,6.1,7.6,37.1,5.2,1.6,.7,-1.7,-2.3,-4.4
(주)루멘스,5.0,0,206.4,139.9,56.6,1.6,12.9,7.1,-2.0,-12.4,5.0,5.8,6.8,1.1,-2.1,-2.0,-3.3
삼천리자전거(주),3.0,0,86.4,68.5,38.3,7.0,27.2,21.7,9.7,-19.3,-32.7,12.9,7.8,.8,6.2,8.2,8.4
(주)새로닉스,4.0,0,152.3,128.5,47.5,-2.1,17.9,19.2,11.0,-11.0,330.5,21.9,8.7,.7,9.1,12.4,13.6
(주)피제이전자,2.0,0,339.3,220.9,18.4,212.8,3.7,.9,5.0,1.1,22.2,5.3,4.9,.9,6.9,7.3,8.2
빛샘전자(주),2.0,0,654.8,573.1,11.7,681.6,4.5,1.6,.6,12.0,-22.2,10.8,5.7,.6,4.2,7.0,4.8
(주)인콘,4.0,0,845.6,775.9,9.3,-2315.4,24.7,19.2,-7.3,.2,-59.2,10.8,6.1,.7,-1.6,-2.4,-1.9
디씨엠(주),2.0,0,495.2,402.6,16.9,71.0,2.1,2.9,8.5,19.1,266.2,7.5,10.4,.8,10.4,13.4,12.2
(주)딜리,2.0,0,1705.1,1438.5,3.9,70.9,8.7,4.8,-4.9,-10.5,-34.5,7.7,3.5,.6,6.1,9.8,6.6
휴켐스(주),3.0,0,230.8,210.7,41.1,26.0,19.6,18.9,6.2,.0,30.0,23.2,7.1,.9,6.8,7.9,9.5
(주)에스원,2.0,0,151.6,138.9,31.2,21.6,15.7,14.7,4.8,1.7,-26.4,44.7,11.9,1.3,9.9,7.6,13.4
(주)형지엘리트,8.0,1,119.1,101.3,109.1,.6,87.2,84.3,8.5,14.1,88.2,5.9,2.1,.5,1.3,2.5,2.7
(주)삼진,2.0,0,230.6,225.0,28.1,11.8,3.8,3.1,-.1,-26.2,-26.9,56.5,7.2,1.1,4.7,4.2,6.2
(주)유바이오로직스,9.0,1,134.8,35.2,297.6,-12.0,134.6,80.4,-.4,202.3,-2.1,1.1,29.1,.4,-49.6,-138.3,-110.9
참엔지니어링(주),8.0,1,70.2,39.4,316.4,1.0,103.9,45.1,17.3,-14.3,11.0,3.4,3.1,.7,.6,.9,3.0
(주)동방,7.0,1,42.8,41.4,218.7,2.0,138.4,46.2,-10.2,-10.3,-16.0,137.3,6.6,1.0,-1.6,-1.7,-5.7
와토스코리아(주),2.0,0,3221.5,3028.6,3.8,97.4,23.3,37.9,3.7,-10.1,-35.1,6.0,3.8,.3,4.8,19.2,5.0
(주)모다,8.0,1,25.5,18.3,183.1,.9,173.2,81.6,271.1,111.8,51.7,8.0,9.7,.7,-.5,-.8,-1.3
(주)코텍,2.0,0,730.8,546.8,13.5,702.9,4.5,5.6,17.2,23.1,62.8,5.5,4.7,1.2,14.8,12.7,16.6
(주)하나투어,4.0,0,88.2,88.2,143.1,485.7,4.1,7.2,4.5,7.2,-66.9,74.0,7.1,.9,2.3,2.5,5.4
(주)와이디온라인,8.0,1,71.3,71.3,172.1,-1.8,105.8,27.3,-23.1,-14.9,-17.5,9.1,1.8,1.4,-13.8,-10.2,-39.3
한국석유공업(주),3.0,0,162.4,135.5,45.1,19.7,22.1,15.7,.6,2.3,-46.1,18.2,3.9,1.0,4.4,4.3,6.5
한성기업(주),9.0,1,83.2,68.6,335.2,1.8,217.2,35.4,7.6,10.0,71.8,11.8,6.0,1.4,.0,.0,-.1
(주)다우데이타,5.0,0,90.0,85.9,78.3,1.3,52.5,69.8,11.3,-9.0,-19.6,18.7,4.1,.4,-1.9,-4.6,-3.4
오스템임플란트(주),5.0,0,98.6,80.2,230.9,20.4,89.8,32.2,23.0,24.9,37.6,6.7,2.1,.7,8.6,12.1,26.2
현대아이비티(주),8.0,1,135.8,126.6,184.5,-4.8,153.7,66.7,17.2,-4.9,-27.7,13.8,1.9,.7,-19.3,-29.7,-42.2
(주)쎌바이오텍,2.0,0,1096.0,1063.9,7.3,109.3,10.2,9.8,20.7,15.2,4.2,25.2,5.7,.7,21.5,32.0,23.1
한국콜마홀딩스(주),8.0,1,53.4,53.4,105.6,.7,94.7,798.4,5.8,15.9,9.1,566.1,17.6,.1,2.5,45.6,5.0
삼화전기(주),6.0,1,72.0,52.0,376.9,.3,149.0,25.0,-3.0,6.0,48.9,10.6,4.2,1.4,-.6,-.4,-2.6
(주)유니트론텍,4.0,0,257.1,175.7,114.3,19.0,59.2,10.5,92.6,60.0,20.6,8.7,9.9,2.8,14.0,5.0,28.7
(주)케이티앤지,2.0,0,274.2,222.3,28.7,1146.8,.1,.2,13.7,5.2,10.1,3.3,3.3,.4,13.7,36.6,17.4
(주)흥국에프엔비,3.0,0,195.7,92.9,22.0,14.7,14.6,19.1,-11.7,1.9,-62.8,4.5,10.8,.6,3.8,6.6,4.5
에스티팜(주),3.0,0,434.6,257.2,17.4,62.5,.1,10.7,58.4,45.1,109.4,2.7,14.6,.7,20.5,30.8,29.1
아비코전자(주),2.0,0,631.1,569.0,14.3,45.4,1.4,4.0,2.9,17.9,5.0,10.9,6.8,.9,8.0,9.4,9.4
대화제약(주),5.0,0,65.7,44.6,91.0,6.6,53.7,32.6,20.6,13.5,63.3,7.5,4.4,.7,4.2,5.8,7.4
엔에이치엔한국사이버결제(주),4.0,0,147.9,145.9,89.8,16082.2,.4,.3,14.4,39.1,4.9,139.4,36.0,1.6,6.3,4.0,11.4
(주)코미팜,6.0,1,97.9,67.3,63.5,.5,56.9,124.1,-2.5,3.4,-18.8,3.4,2.8,.3,.3,1.0,.5
(주)삼일,5.0,0,97.2,95.2,45.5,7.6,22.9,13.6,-9.0,-2.7,-87.6,290.8,5.9,1.0,2.8,2.8,4.3
(주)바이오니아,8.0,1,93.8,65.3,135.9,-6.7,92.4,120.7,-11.4,3.4,-19.0,2.8,.8,.3,-21.4,-69.0,-46.6
동아화성(주),4.0,0,127.4,119.2,74.3,15.0,47.4,26.7,12.7,3.5,42.6,27.1,2.3,1.0,7.9,7.8,13.8
(주)중앙에너비스,5.0,0,31.8,17.7,45.5,3.3,37.1,24.3,-.4,2.4,29.1,34.3,28.6,1.1,1.4,1.3,2.0
(주)투윈글로벌,5.0,0,210.4,207.7,14.5,-4493653.0,11.6,15.9,-28.5,-31.1,-28.9,147.8,11.8,.6,-34.0,-53.9,-37.6
대한방직(주),7.0,1,78.0,44.7,98.6,.4,73.2,61.7,1.2,1.1,1.2,4.7,5.5,.6,.1,.1,.1
피씨엘(주),6.0,1,500.6,499.9,19.3,-73.8,12.1,161.4,35.4,142.3,-25.4,14.7,2.7,.1,-30.2,-397.6,-37.6
에치디프로(주),6.0,1,416.0,332.4,31.7,-14.7,8.5,4.3,6.6,-55.3,-36.1,3.9,4.4,.8,-2.5,-3.3,-3.2
(주)보광산업,4.0,0,154.9,143.5,61.1,14.9,35.2,47.4,3.5,18.5,1.0,30.8,6.4,.6,11.8,21.4,20.8
대한유화(주),3.0,0,133.4,89.7,36.5,90.6,14.8,13.8,15.6,-7.8,36.6,11.9,10.1,1.0,16.9,16.9,24.0
(주)좋은사람들,4.0,0,284.1,163.3,41.1,-17.1,12.2,7.7,-2.1,2.3,86.6,3.3,3.2,1.1,-4.4,-4.0,-6.2
삼지전자(주),5.0,0,103.2,80.1,56.5,2.3,39.2,93.6,13.3,38.7,-40.0,8.3,5.4,.3,.6,2.2,.9
글로벌텍스프리(주),3.0,0,335.3,335.3,43.8,10.7,23.9,.6,190.3,78.8,144.8,10.2,4.2,.8,8.9,11.4,13.8
이원컴포텍(주),7.0,1,72.8,52.3,141.9,-16.6,47.3,17.9,-24.5,-9.9,80.4,12.9,5.0,1.2,-15.4,-13.2,-38.1
(주)신세계아이앤씨,2.0,0,267.3,259.5,33.4,25.0,16.3,19.1,1.7,13.5,-62.6,35.8,7.5,1.4,1.2,.9,1.5
삼화페인트공업(주),4.0,0,149.5,92.6,80.4,3.9,42.5,24.6,3.0,-2.5,-17.8,6.0,4.1,1.0,3.8,4.0,7.0
(주)에이프로젠헬스케어앤게임즈,8.0,1,176.2,155.7,76.5,-6.2,35.4,42.7,-47.2,38.8,-54.7,10.9,6.5,.7,-112.3,-150.9,-200.7
에스엔유프리시젼(주),6.0,1,182.9,179.2,49.7,-11.1,26.4,55.2,5.9,-17.4,-25.5,30.1,1.0,.4,-13.9,-31.4,-22.8
큐렉소(주),4.0,0,335.7,207.3,7.1,-64.6,4.1,10.0,24.3,8.0,-10.3,5.1,2.7,.4,-2.0,-4.6,-2.1
풍국주정공업(주),2.0,0,739.2,674.2,6.5,726.8,4.8,5.6,4.1,-3.0,11.3,13.3,4.5,.5,8.3,16.7,8.8
(주)넥센테크,4.0,0,253.8,192.8,40.6,926.1,.4,.4,7.0,-13.0,82.6,6.9,5.0,1.3,6.0,4.5,8.4
디와이파워(주),4.0,0,244.2,197.6,51.2,11.1,22.6,19.2,-3.5,-17.4,44.7,10.4,4.8,1.1,4.6,4.3,7.3
롯데지주(주),4.0,0,108.4,78.5,47.0,6.3,21.0,34.2,-9.0,-.5,-16.9,11.1,6.4,.4,.8,1.7,1.1
한일철강(주),6.0,1,49.8,34.6,93.2,2.0,57.7,113.6,-12.3,-1.7,-21.2,7.3,4.6,.3,1.4,4.5,3.0
그랜드코리아레저(주),2.0,0,299.9,298.8,40.8,120946.4,.7,.0,12.3,8.4,24.7,285.0,57.2,.8,16.6,20.9,23.5
(주)한솔케미칼,4.0,0,53.8,36.2,70.2,11.3,49.0,40.6,10.4,8.8,56.3,13.8,7.2,.7,11.7,16.2,20.4
(주)네패스,5.0,0,81.4,74.2,109.2,3.9,75.2,47.8,-4.0,2.0,-21.7,25.5,6.3,.8,2.4,3.1,5.3
알서포트(주),5.0,0,901.4,898.5,8.2,153.0,2.2,3.5,-2.1,18.3,66.2,351.9,4.2,.3,-.5,-1.7,-.6
신원종합개발(주),6.0,1,204.8,144.5,91.9,1.4,46.0,26.6,-3.4,122.5,163.7,3.6,3.4,1.2,2.4,2.0,4.7
(주)투비소프트,6.0,1,91.9,91.9,84.7,3.2,71.5,43.1,132.9,26.6,-71.3,262.2,2.3,.6,1.3,2.0,2.0
(주)대현,4.0,0,231.2,118.6,53.6,67.8,30.9,4.9,10.6,7.9,465.8,3.6,10.8,1.2,19.7,16.7,33.5
(주)화신정공,3.0,0,156.4,137.0,42.9,50.2,16.3,14.6,12.2,-11.8,-12.4,38.9,6.1,1.9,3.4,1.9,4.7
(주)LG상사,6.0,1,149.0,129.8,127.0,.7,98.8,43.5,-1.3,-23.0,36.5,26.2,7.0,1.0,2.0,2.1,4.7
서울식품공업(주),7.0,1,66.0,48.8,133.2,1.0,99.0,56.7,7.2,-6.6,-74.5,9.9,3.9,.7,.5,.7,1.1
(주)한진,7.0,1,59.1,58.2,127.0,-.2,87.7,44.5,5.4,2.7,-1.7,294.8,8.0,.9,4.9,5.6,11.5
대원강업(주),5.0,0,81.8,75.4,112.6,5.0,54.0,22.2,9.5,7.9,1.5,27.7,4.5,1.1,3.3,3.1,6.9
(주)대한항공,4.0,0,34.8,28.1,1273.5,2.7,929.9,133.6,-1.5,1.7,4.5,22.5,14.8,.5,-2.6,-5.1,-30.0
동원시스템즈(주),6.0,1,39.2,27.5,142.2,4.0,105.3,78.2,-2.8,10.9,47.5,11.2,5.6,.6,4.9,8.1,12.7
(주)금호에이치티,3.0,0,241.9,187.3,63.7,18.7,40.4,13.9,38.8,4.4,-23.1,9.1,3.1,1.5,9.9,6.8,14.7
(주)빅텍,6.0,1,171.6,116.6,75.4,-8.3,37.9,33.9,5.1,-5.6,-41.8,5.1,4.7,.6,-1.4,-2.1,-2.4
(주)모헨즈,4.0,0,93.3,83.8,147.3,429.3,6.6,2.6,3.3,4.7,-47.2,26.9,4.0,1.5,.8,.5,1.8
(주)리드코프,6.0,1,174.0,173.0,169.2,5.1,159.3,101.5,16.1,16.9,-22.4,156.8,50.6,.6,4.0,7.0,10.5
영인프런티어(주),3.0,0,429.8,283.4,23.9,401.4,2.2,.7,21.6,17.2,-6.5,4.9,9.0,1.2,5.7,4.8,7.2
(주)모나미,6.0,1,62.8,30.8,126.2,2.2,96.5,56.1,.9,1.4,56.1,5.9,6.9,.8,1.1,1.5,2.5
하이트진로홀딩스(주),6.0,1,3.0,3.0,67.0,1.8,66.8,1686.1,-7.8,.3,31.4,566.1,60.1,.0,1.4,55.5,2.5
(주)위지트,3.0,0,397.1,345.8,18.1,18.2,6.5,16.9,8.7,.4,8.4,9.0,3.7,.6,8.3,14.4,10.4
SBS미디어홀딩스(주),3.0,0,4626.8,4626.8,.3,171.6,23.3,231.6,-1.2,-6.0,-93.7,25.1,10.5,.0,.1,2.8,.1
디비라이텍(주),6.0,1,106.8,82.6,108.5,1.4,82.6,66.9,-.7,-15.8,-22.4,5.7,2.5,.6,2.4,3.9,5.2
(주)원림,4.0,0,164.4,125.3,27.8,4.4,13.4,18.8,2.1,-5.7,103.8,8.0,6.5,.6,4.1,7.4,5.2
(주)대한과학,4.0,0,191.2,86.5,57.8,3.9,26.9,19.9,-5.0,3.5,75.5,3.4,5.4,1.0,3.5,3.4,5.8
(주)유진로봇,7.0,1,120.0,75.1,91.9,-7.3,39.0,25.9,-16.1,-4.4,-18.3,6.1,4.4,.9,-16.7,-18.8,-32.2
세방(주),4.0,0,174.0,173.1,24.4,18.3,4.4,5.4,-.4,-1.2,13.9,650.6,5.3,.8,2.2,2.7,2.7
코오롱플라스틱(주),4.0,0,100.0,57.1,76.5,8.8,32.9,27.9,47.2,-5.1,95.1,4.8,9.0,.9,6.5,7.1,12.4
LG전자(주),6.0,1,78.8,67.6,203.5,-1.3,75.7,23.1,2.8,1.3,6.2,25.6,5.4,1.1,-1.1,-1.0,-3.1
대주산업(주),3.0,0,149.1,88.6,58.2,11.2,15.0,12.3,-3.0,.8,40.9,8.4,5.7,1.1,2.6,2.4,4.2
(주)마제스타,7.0,1,164.3,163.0,40.7,-26.2,15.6,18.8,50.3,-30.5,-35.8,79.7,2.9,.4,-33.4,-91.1,-45.1
(주)이월드,6.0,1,31.2,30.7,72.0,1.5,43.0,186.6,1.0,22.3,-58.4,103.0,19.1,.1,1.0,7.0,1.6
(주)남선알미늄,5.0,0,106.6,73.7,131.2,10.1,54.4,20.7,-.9,14.4,37.1,9.0,4.2,1.4,7.2,5.1,18.1
(주)한익스프레스,5.0,0,110.3,107.4,154.6,10.7,77.1,8.2,12.3,7.0,-15.6,207.4,7.4,3.3,4.7,1.4,11.7
(주)테스나,5.0,0,152.2,152.2,33.8,-2.4,23.8,55.5,-5.7,-10.5,-3.2,6.5,10.8,.4,.9,2.4,1.3
(주)야스,4.0,0,202.9,198.6,64.9,60.0,17.9,12.6,38.6,159.4,1144.2,48.1,4.0,1.2,18.7,15.7,31.1
(주)콤텍시스템,5.0,0,146.6,133.6,148.7,6.8,5.4,2.0,20.9,14.1,2.4,15.7,3.6,1.5,2.3,1.5,5.3
동국산업(주),3.0,0,171.3,95.5,50.2,5.3,27.0,34.0,-.2,.8,196.4,4.5,5.1,.6,4.5,7.1,7.1
제룡전기(주),5.0,0,320.0,218.6,23.1,-49.0,6.0,9.4,-6.4,-37.1,-36.0,4.1,3.8,.6,-4.2,-6.8,-5.2
덕산하이메탈(주),5.0,0,889.0,794.0,4.6,178.7,.9,3.4,-9.6,-16.7,9.7,8.8,8.6,.2,-9.6,-41.0,-10.1
(주)코콤,2.0,0,272.1,169.3,25.2,136.6,.3,.1,7.0,2.8,-2.4,6.9,3.7,1.0,6.3,6.3,7.9
(주)오르비텍,5.0,0,306.7,232.3,109.3,4.4,82.2,50.5,31.7,30.1,150.6,8.6,5.1,.7,3.3,4.8,6.7
(주)F&F,4.0,0,250.1,110.2,34.9,46.8,32.0,6.8,-7.2,18.7,199.3,4.4,7.9,1.4,11.1,8.0,16.7
(주)현대홈쇼핑,3.0,0,230.7,225.0,31.6,159.4,7.3,5.0,13.2,7.9,6.2,41.5,32.3,.6,6.4,10.8,8.1
(주)제이콘텐트리,5.0,0,55.9,55.9,40.1,-.7,33.9,5909.0,1.9,11.4,831.9,1.9,.2,.0,2.1,524.8,3.0
(주)비츠로테크,6.0,1,129.6,110.6,98.1,-14.1,33.3,16.5,-5.2,-13.9,-29.7,15.5,2.8,1.0,-5.4,-5.3,-10.5
(주)서린바이오사이언스,2.0,0,324.0,241.1,33.6,74.5,8.0,13.9,.5,4.8,108.9,5.7,4.2,.7,6.2,9.4,8.5
한국기업평가(주),2.0,0,480.8,480.8,18.5,819.2,1.3,1.6,.1,4.4,7.3,6.4,17.1,.4,10.8,24.6,13.0
(주)씨엔플러스,10.0,1,52.8,48.4,203.7,-3.8,148.5,95.1,-33.6,-12.1,9.4,16.3,4.1,.6,-31.1,-53.9,-92.7
(주)원일특강,5.0,0,241.2,168.3,72.7,4.4,54.9,26.6,.6,-12.5,16.4,6.6,2.7,1.3,3.0,2.4,5.4
케이티하이텔(주),4.0,0,349.4,343.5,23.2,22.2,18.5,14.4,5.7,23.8,-40.8,116.4,5.7,.8,1.8,2.2,2.1
(주)에스엔피월드,3.0,0,218.4,192.3,45.7,110.2,13.4,7.0,44.0,32.4,265.0,23.2,6.6,2.1,29.3,14.2,45.3
인천도시가스(주),4.0,0,142.0,141.7,121.3,26.5,12.4,4.1,7.8,-15.9,20.0,1705.1,4.7,1.5,2.5,1.7,5.3
(주)심텍홀딩스,4.0,0,8.2,8.2,6.1,.8,1.0,14.8,-.4,555.0,-99.9,9.9,32.2,.0,.1,4.0,.1
(주)알루코,4.0,0,131.4,108.0,61.9,4.0,43.0,37.3,-1.3,3.8,11.0,9.1,2.9,.9,5.3,6.3,9.4
대주전자재료(주),8.0,1,55.6,44.1,137.3,1.4,117.3,140.1,4.4,28.9,-27.4,9.1,4.8,.4,.2,.6,.6
세기상사(주),7.0,1,20.4,20.3,83.3,-1.7,52.0,224.1,-2.8,-.2,-11.9,386.7,28.6,.1,-2.6,-20.9,-4.7
SK텔레콤(주),3.0,0,82.0,81.3,78.5,7.4,39.9,47.0,9.9,-1.6,10.0,314.8,7.3,.5,5.0,9.9,8.7
하이즈항공(주),7.0,1,356.6,333.6,68.4,-1.7,58.2,122.2,2.4,6.8,73.9,12.3,12.6,.3,-2.6,-9.9,-4.1
(주)이라이콤,4.0,0,274.1,264.3,47.5,88.6,1.3,1.1,8.5,-49.9,-54.7,30.5,2.0,.8,2.3,2.7,3.2
(주)진바이오텍,2.0,0,970.3,868.9,10.7,67.6,.4,4.0,35.6,2.7,-37.0,14.3,4.8,.6,5.6,8.6,6.2
세하(주),9.0,1,42.2,32.5,1257.3,2.3,854.8,69.9,1.3,7.7,-23.3,12.2,5.3,.9,3.2,3.4,68.3
(주)삼양옵틱스,1.0,0,340.0,249.6,24.4,9284.8,.4,.3,25.3,9.7,19.2,9.6,10.0,1.6,41.7,25.5,51.4
(주)현대미포조선,8.0,1,98.7,92.0,117.9,5.6,58.7,33.5,1.9,-7.0,55.2,19.3,3.9,.7,.9,1.2,2.1
(주)지란지교시큐리티,5.0,0,578.4,567.2,35.0,137.8,10.6,5.6,144.9,28.0,3.3,80.8,3.9,1.0,-9.7,-9.6,-13.3
고려신용정보(주),3.0,0,150.1,150.1,63.1,88699.0,.7,.1,9.1,2.6,12.4,65.3,17.2,3.2,14.5,4.5,23.8
동양이엔피(주),3.0,0,333.2,280.1,28.7,523.4,.9,.5,1.9,-6.8,29.1,13.6,6.9,1.6,7.0,4.5,9.3
삼영엠텍(주),4.0,0,187.6,151.7,43.5,5.1,29.8,47.2,-10.3,-24.5,59.5,6.2,3.0,.5,3.9,7.6,6.0
(주)한국전자홀딩스,5.0,0,982.5,982.5,7.5,1.0,.7,11.7,-8.2,14.9,-39.6,71.2,3.1,.1,-17.0,-302.1,-18.0
대영포장(주),3.0,0,98.8,76.9,51.8,7.3,21.9,13.6,-.5,9.4,-18.2,21.9,6.5,1.3,5.1,4.0,8.2
(주)이즈미디어,5.0,0,156.6,134.0,143.4,9.6,39.7,20.9,26.3,4.2,66.8,10.1,2.3,.9,9.1,10.4,21.9
(주)하림,6.0,1,97.7,46.2,117.7,4.3,75.2,28.1,-21.6,3.5,-21.1,6.6,16.9,1.6,3.4,2.1,8.7
(주)디에스티로봇,7.0,1,117.1,101.4,216.3,2.7,73.8,19.9,59.8,84.7,-30.3,11.2,2.3,1.3,2.4,1.9,6.9
(주)케이티스카이라이프,4.0,0,241.9,240.9,40.5,47.3,11.0,9.6,9.2,-.2,-11.4,309.4,5.3,.9,9.0,10.6,12.7
(주)에스마크,7.0,1,241.6,206.0,114.3,-6.1,103.6,159.6,68.6,-46.3,-56.8,4.8,7.6,.3,-24.4,-80.0,-54.9
(주)티웨이홀딩스,6.0,1,131.0,118.8,63.9,1.5,41.9,52.1,19.5,32.4,501.5,13.6,13.0,.5,3.3,6.9,5.4
대양전기공업(주),2.0,0,340.8,303.9,20.9,190.5,4.0,3.6,7.8,15.2,-3.4,14.4,5.8,.8,7.0,8.4,8.5
(주)넥스턴,3.0,0,1066.5,980.8,9.6,97436.7,.7,.4,196.7,359.6,1162.4,10.0,12.1,1.1,26.1,23.1,28.6
아세아제지(주),3.0,0,198.9,149.2,30.8,27.0,15.1,13.4,8.2,6.1,13.3,10.4,6.3,.7,3.4,4.9,4.4
(주)우리로,6.0,1,150.5,124.9,75.0,-1.7,57.5,119.0,.1,-35.7,910.3,3.4,1.9,.3,-.1,-.2,-.1
동원금속(주),7.0,1,55.3,37.9,399.2,1.1,221.8,53.8,9.5,11.3,2.3,7.9,5.5,.9,1.6,1.9,8.5
삼영무역(주),2.0,0,550.4,519.8,17.0,67.1,9.4,14.5,8.7,-.6,13.9,25.8,4.0,.9,6.1,7.2,7.1
아진산업(주),5.0,0,77.9,74.5,119.8,2.3,67.3,52.1,12.7,14.7,-57.0,44.1,3.7,.5,2.5,4.8,5.3
(주)성도이엔지,5.0,0,140.7,140.7,71.9,21.6,12.6,9.6,25.3,110.8,179.6,83.2,4.3,1.1,6.1,5.8,9.8
(주)신영와코루,3.0,0,738.2,510.1,10.7,103.2,.1,.2,5.5,.2,72.1,3.9,15.7,.6,5.6,10.1,6.2
애니젠(주),5.0,0,1764.5,1546.0,5.5,-6.3,8.7,7.5,131.6,12.2,-19.1,1.8,4.0,.2,-9.5,-39.4,-12.6
(주)진로발효,1.0,0,531.3,464.4,18.6,275.3,8.6,7.7,8.0,-3.8,2.1,11.4,4.6,.9,18.8,21.0,22.7
(주)드림시큐리티,4.0,0,105.9,105.9,74.7,55.0,29.9,13.3,47.7,29.1,21.6,22.2,4.3,1.3,23.0,17.6,39.9
(주)소리바다,8.0,1,74.2,74.1,111.3,.8,52.3,20.4,153.3,54.7,1039.8,5901.8,5.8,1.0,-28.9,-29.9,-59.8
(주)동남합성,3.0,0,157.5,111.9,38.0,39.3,17.1,8.9,34.3,36.3,104.6,12.6,5.9,1.3,8.9,6.8,11.8
해마로푸드서비스(주),3.0,0,168.3,118.4,73.0,73.9,26.2,5.5,65.8,35.8,52.5,14.4,49.1,3.4,15.4,4.6,31.7
엘지이노텍(주),6.0,1,109.3,89.1,153.2,2.1,64.8,18.8,11.8,-6.5,-72.1,19.1,5.0,1.4,.3,.2,.8
(주)제이티,8.0,1,65.2,63.7,181.2,-10.9,154.9,99.0,-18.1,-35.8,1.4,22.1,1.9,.5,-21.3,-43.9,-52.5
(주)아바텍,2.0,0,798.5,779.7,8.4,163.2,9.6,8.1,.6,4.6,-10.6,43.5,12.1,.6,6.2,10.2,6.7
(주)텍셀네트컴,4.0,0,117.8,101.4,31.4,-4.1,1.8,3.6,-4.3,15.8,-35.2,15.9,3.3,.6,6.5,10.2,8.9
(주)피델릭스,7.0,1,202.3,71.8,99.1,-8.8,59.8,24.3,-12.3,-13.9,-28.2,2.6,6.7,1.1,-18.0,-16.3,-32.1
(주)코디,7.0,1,324.1,312.3,96.5,-5.5,82.1,285.0,65.1,-2.3,3.3,9.9,5.5,.1,-18.0,-135.5,-31.7
(주)바른테크놀로지,7.0,1,221.0,207.7,261.2,1.9,178.4,41.4,37.7,49.8,141.6,44.4,6.6,1.1,.4,.4,1.2
대성홀딩스(주),6.0,1,182.7,182.6,70.0,2.3,68.8,578.4,.4,.1,200.5,31.4,13.8,.1,1.7,24.7,2.9
인지컨트롤스(주),4.0,0,102.7,89.9,100.7,5.0,43.6,14.6,4.0,-4.7,-81.4,29.5,5.3,1.4,.7,.5,1.4
영화금속(주),4.0,0,136.1,110.8,103.7,13.1,66.8,24.2,22.4,-6.2,-24.8,18.5,4.2,1.3,7.4,5.9,14.7
(주)제노포커스,3.0,0,6874.7,6773.2,1.1,97.4,23.3,231.6,109.2,26.9,66.1,12.0,6.0,.1,3.0,24.0,3.1
(주)리더스코스메틱,5.0,0,129.7,87.1,69.5,11.7,46.7,37.8,-.8,-28.1,-80.2,4.8,4.9,.8,2.9,3.8,5.1
(주)피엔티,7.0,1,130.6,73.3,137.9,8.1,45.7,22.6,42.6,19.4,707.6,3.0,3.5,.9,5.4,6.0,11.5
일동홀딩스(주),5.0,0,335.2,335.2,33.1,-2.1,14.5,502.1,-79.9,23.2,1144.2,.5,.3,.1,64.8,1341.0,119.3
(주)스페코,6.0,1,79.2,71.2,83.5,5.0,49.2,68.9,-18.1,-25.1,-54.6,14.7,1.7,.4,2.4,5.7,4.6
(주)에스에이티,3.0,0,464.5,427.1,8.6,23.1,7.5,11.8,7.7,46.3,35.4,25.6,3.5,.5,4.3,9.5,4.9
(주)양지사,3.0,0,107.1,62.2,31.3,15.3,10.0,17.1,-1.8,4.0,-17.2,6.9,8.0,.6,3.5,5.7,4.7
(주)넥스트칩,3.0,0,865.2,682.1,11.8,-2.2,3.3,4.9,-3.3,-3.5,-77.0,6.4,37.9,.9,3.1,3.3,3.6
(주)캐스텍코리아,4.0,0,94.3,74.1,107.8,4.4,64.9,42.1,6.8,4.2,-22.8,9.5,2.8,.8,3.4,4.6,7.1
메가스터디(주),4.0,0,623.8,593.5,7.7,-80.9,21.4,33.5,3.8,125.1,-96.7,6.8,2.3,.1,1.3,9.5,1.4
(주)엔알케이,6.0,1,673.6,671.6,13.7,-14.0,3.0,16.0,-12.3,-2.5,-31.0,187.9,1.7,.2,-34.3,-158.2,-39.5
(주)현대백화점,4.0,0,81.6,76.6,53.5,21.2,22.8,48.1,7.3,12.7,14.8,24.9,2.4,.3,4.6,16.0,7.0
(주)에스엠엔터테인먼트,3.0,0,197.3,192.1,31.5,21.5,11.6,17.2,15.1,3.4,17.1,43.0,4.7,.6,1.4,2.6,1.9
대상홀딩스(주),3.0,0,1649.8,1649.8,5.6,20.6,3.1,73.4,-.2,13.4,-23.9,12.8,5.0,.0,1.9,44.5,2.0
